City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
106,Georgetown,MY,2022-05-08 08:38:15,5.4112,100.3354,91.35,66,40,10.36
107,Provideniya,RU,2022-05-08 08:38:16,64.3833,-173.3,31.19,98,100,10.6
108,Pampa,US,2022-05-08 08:38:16,35.5362,-100.9599,74.57,88,0,9.22
109,Port Hardy,CA,2022-05-08 08:38:17,50.6996,-127.4199,46.4,93,100,5.75
110,Rawson,AR,2022-05-08 08:38:17,-43.3002,-65.1023,69.39,43,76,22.01
111,Mataura,NZ,2022-05-08 08:38:18,-46.1927,168.8643,53.47,99,100,1.74
112,Bredasdorp,ZA,2022-05-08 08:38:19,-34.5322,20.0403,61.47,66,72,8.86
113,Hearst,CA,2022-05-08 08:38:19,49.6835,-83.6665,28.65,65,100,6.46
114,Itirucu,BR,2022-05-08 08:38:20,-13.5317,-40.1503,64.38,87,97,3.04
115,Jurmala,LV,2022-05-08 08:38:20,56.968,23.7704,51.82,46,0,11.5
116,Uusikaupunki,FI,2022-05-08 08:38:21,60.8004,21.4084,37.69,84,71,17.9
117,Belaya Gora,RU,2022-05-08 08:38:21,68.5333,146.4167,24.33,85,98,3.22
118,San Felipe,VE,2022-05-08 08:38:22,10.3399,-68.7425,70.77,93,35,2.55
119,Torbay,CA,2022-05-08 08:38:22,47.6666,-52.7314,33.28,88,20,8.05
120,Avarua,CK,2022-05-08 08:38:23,-21.2078,-159.775,80.65,89,75,5.75
121,Port Blair,IN,2022-05-08 08:38:24,11.6667,92.75,87.84,74,75,11.5
122,Pinega,RU,2022-05-08 08:38:24,64.7001,43.3936,37.58,97,100,9.46
123,Bambous Virieux,MU,2022-05-08 08:38:25,-20.3428,57.7575,82.22,74,40,11.5
124,Hobart,AU,2022-05-08 08:38:25,-42.8794,147.3294,52.23,72,20,2.3
125,Ponta Do Sol,PT,2022-05-08 08:38:26,32.6667,-17.1,65.71,66,74,4.18
126,Jalu,LY,2022-05-08 08:38:26,29.0331,21.5482,83.48,17,0,14.29
127,Celestun,MX,2022-05-08 08:38:27,20.8667,-90.4,79.56,79,0,9.46
128,Rioja,AR,2022-05-08 08:38:27,-29.4111,-66.8507,60.98,67,100,1.52
129,Concarneau,FR,2022-05-08 08:38:28,47.875,-3.9225,64.81,71,100,6.78
130,Mehamn,NO,2022-05-08 08:38:28,71.0357,27.8492,30.78,74,99,16.6
131,Opuwo,NA,2022-05-08 08:38:29,-18.0607,13.84,78.93,23,0,3.65
132,Ankang,CN,2022-05-08 08:34:15,32.68,109.0172,79.93,57,50,3.96
133,Komsomolskiy,UZ,2022-05-08 08:38:30,40.4272,71.7189,88.52,16,0,6.91
134,Hami,CN,2022-05-08 08:38:30,42.8,93.45,79.12,24,100,22.17
135,Piranshahr,IR,2022-05-08 08:38:31,36.701,45.1413,54.9,54,64,9.78
136,Bethel,US,2022-05-08 08:37:14,41.3712,-73.414,46.76,71,100,6.91
137,Zhezkazgan,KZ,2022-05-08 08:38:31,47.8043,67.7144,53.58,43,40,26.84
138,Elat,IL,2022-05-08 08:39:32,29.5581,34.9482,78.64,27,70,11.5
139,Soe,ID,2022-05-08 08:39:32,-9.8607,124.284,71.83,70,85,7.49
140,Vestmannaeyjar,IS,2022-05-08 08:39:33,63.4427,-20.2734,47.39,93,75,20.71
141,Tiksi,RU,2022-05-08 08:39:33,71.6872,128.8694,18.01,83,40,3.67
142,Emerald,AU,2022-05-08 08:39:34,-23.5333,148.1667,66.34,72,100,5.75
143,Taltal,CL,2022-05-08 08:39:35,-25.4,-70.4833,59.59,77,38,3.62
144,Singaraja,ID,2022-05-08 08:39:35,-8.112,115.0882,84.7,78,100,2.1
145,College Station,US,2022-05-08 08:39:36,30.628,-96.3344,78.82,81,100,11.5
146,Asau,RO,2022-05-08 08:39:36,46.4333,26.4,63.95,56,24,5.79
147,Victoria,HK,2022-05-08 08:37:47,22.2855,114.1577,82.45,74,100,5.99
148,Kununurra,AU,2022-05-08 08:39:37,-15.7667,128.7333,89.58,22,0,6.91
149,Nakkila,FI,2022-05-08 08:39:37,61.3667,22.0,40.89,60,20,13.8
150,Santa Fe,AR,2022-05-08 08:38:22,-31.6333,-60.7,61.02,88,100,4.0
151,Grand Gaube,MU,2022-05-08 08:39:38,-20.0064,57.6608,83.37,64,18,7.0
152,Mao,ES,2022-05-08 08:39:38,39.8885,4.2658,70.36,46,20,14.97
153,Mina,MX,2022-05-08 08:39:39,26.0011,-100.5299,77.05,76,0,6.08
154,Concepcion Del Oro,MX,2022-05-08 08:39:39,24.6333,-101.4167,62.94,38,0,2.35
155,Magugu,TZ,2022-05-08 08:39:40,-4.0167,35.7667,83.95,34,98,5.95
156,Cidreira,BR,2022-05-08 08:39:40,-30.1811,-50.2056,60.94,83,0,10.18
157,Broome,US,2022-05-08 08:39:41,42.2506,-75.833,39.2,80,0,1.01
158,Nenjiang,CN,2022-05-08 08:39:14,49.1833,125.2167,66.99,20,0,5.26
159,Ngunguru,NZ,2022-05-08 08:39:41,-35.6167,174.5,58.24,79,0,3.71
160,Kitimat,CA,2022-05-08 08:39:42,54.0524,-128.6534,43.18,37,84,1.79
161,Isabela,PH,2022-05-08 08:39:42,6.7085,121.9711,87.85,77,82,3.53
162,Grootfontein,NA,2022-05-08 08:39:43,-19.5667,18.1167,67.57,30,0,5.75
163,Sungurlare,BG,2022-05-08 08:39:43,42.7667,26.7833,54.77,48,26,6.89
164,Matay,EG,2022-05-08 08:39:44,28.419,30.7792,90.05,12,53,3.96
165,Iqaluit,CA,2022-05-08 08:39:44,63.7506,-68.5145,17.33,79,20,6.91
166,Carnarvon,AU,2022-05-08 08:39:45,-24.8667,113.6333,78.87,53,100,8.05
167,Scarborough,GB,2022-05-08 08:34:56,54.2797,-0.4044,54.79,78,74,1.99
168,Bage,BR,2022-05-08 08:39:45,-31.3314,-54.1069,47.98,100,0,1.14
169,Te Anau,NZ,2022-05-08 08:39:46,-45.4167,167.7167,52.54,92,100,0.89
170,Sobolevo,RU,2022-05-08 08:39:46,54.4299,31.8996,50.99,93,100,6.6
171,Rocky Mountain House,CA,2022-05-08 08:39:47,52.3668,-114.9188,33.91,93,100,3.44
172,Isangel,VU,2022-05-08 08:39:47,-19.55,169.2667,74.97,64,12,17.47
173,Kutum,SD,2022-05-08 08:39:48,14.2,24.6667,89.55,6,100,11.01
174,Rongcheng,CN,2022-05-08 08:39:48,30.634,117.8517,75.16,80,83,3.94
175,Upernavik,GL,2022-05-08 08:39:49,72.7868,-56.1549,6.12,76,37,5.23
176,Shimoda,JP,2022-05-08 08:39:49,34.6667,138.95,64.76,78,96,14.14
177,Boa Viagem,BR,2022-05-08 08:39:50,-5.1275,-39.7322,70.41,97,97,1.81
178,Berdsk,RU,2022-05-08 08:39:50,54.7551,83.0967,50.59,40,88,13.11
179,Klaksvik,FO,2022-05-08 08:39:51,62.2266,-6.589,47.32,90,100,20.96
180,Sale,MA,2022-05-08 08:36:45,34.0389,-6.8166,66.88,100,75,3.44
181,Port Elizabeth,ZA,2022-05-08 08:39:52,-33.918,25.5701,65.1,73,100,11.5
182,Longyearbyen,SJ,2022-05-08 08:39:52,78.2186,15.6401,17.44,67,40,16.11
183,Garden City,US,2022-05-08 08:39:53,42.3256,-83.331,44.85,75,0,5.75
184,Algeciras,ES,2022-05-08 08:39:53,36.1333,-5.4505,64.08,82,20,5.75
185,Cartagena,CO,2022-05-08 08:36:07,10.3997,-75.5144,78.42,83,0,2.3
186,Okhotsk,RU,2022-05-08 08:40:54,59.3833,143.3,38.7,84,0,6.73
187,Gori,GE,2022-05-08 08:40:54,41.9842,44.1158,46.49,93,100,12.8
188,Basoko,CD,2022-05-08 08:40:55,1.2391,23.616,74.8,88,94,2.21
189,Saldanha,ZA,2022-05-08 08:40:55,-33.0117,17.9442,59.05,57,18,4.05
190,Alcantara,BR,2022-05-08 08:40:56,-2.4089,-44.4147,77.2,90,99,2.75
191,Constitucion,CL,2022-05-08 08:37:16,-35.3333,-72.4167,51.82,83,1,2.42
192,Nikolskoye,RU,2022-05-08 08:40:56,59.7035,30.7861,48.87,47,92,12.06
193,Kaeo,NZ,2022-05-08 08:40:57,-35.1,173.7833,57.33,93,5,1.48
194,Ust-Kuyga,RU,2022-05-08 08:40:57,70.0167,135.6,29.79,80,100,8.55
195,Mar Del Plata,AR,2022-05-08 08:40:58,-38.0023,-57.5575,55.94,90,43,13.0
196,Sokode,TG,2022-05-08 08:40:58,8.9833,1.1333,79.75,68,98,2.8
197,Matadi,CD,2022-05-08 08:40:59,-5.8167,13.45,84.94,76,64,1.83
198,Bardejov,SK,2022-05-08 08:40:59,49.2918,21.2727,66.24,48,98,4.0
199,Bonavista,CA,2022-05-08 08:36:25,48.6499,-53.1147,32.68,74,6,17.22
200,Karratha,AU,2022-05-08 08:38:13,-20.7377,116.8463,82.81,45,95,11.56
201,Gongzhuling,CN,2022-05-08 08:41:00,43.5008,124.8198,68.86,12,79,9.75
202,Mezen,RU,2022-05-08 08:41:01,65.8522,44.24,37.53,98,100,5.1
203,San Rafael,AR,2022-05-08 08:36:39,-34.6177,-68.3301,58.78,42,96,4.7
204,Faya,SA,2022-05-08 08:41:01,18.3851,42.4509,81.12,20,0,1.79
205,Bathsheba,BB,2022-05-08 08:41:02,13.2167,-59.5167,81.21,78,20,14.97
206,Moron,AR,2022-05-08 08:41:03,-34.6534,-58.6198,62.35,95,4,6.17
207,Quelimane,MZ,2022-05-08 08:41:03,-17.8786,36.8883,80.55,74,20,4.61
208,Mogocha,RU,2022-05-08 08:41:04,53.7333,119.7667,69.6,16,93,9.91
209,Verkhnyaya Khava,RU,2022-05-08 08:41:04,51.8404,39.9413,62.67,39,94,6.93
210,Lagoa,PT,2022-05-08 08:41:05,39.05,-27.9833,59.83,71,45,7.45
211,Paamiut,GL,2022-05-08 08:41:05,61.994,-49.6678,31.14,82,100,11.34
212,Hasaki,JP,2022-05-08 08:39:18,35.7333,140.8333,63.28,50,100,13.69
213,The Valley,AI,2022-05-08 08:41:06,18.217,-63.0578,78.82,81,99,15.99
214,Terney,RU,2022-05-08 08:41:06,45.0503,136.6092,50.9,51,85,9.82
215,Morondava,MG,2022-05-08 08:41:07,-20.2833,44.2833,80.91,62,0,8.72
216,La Ronge,CA,2022-05-08 08:41:07,55.1001,-105.2842,48.45,61,100,13.8
217,Berlevag,NO,2022-05-08 08:41:08,70.8578,29.0864,31.8,64,100,18.81
218,Shingu,JP,2022-05-08 08:41:08,33.7333,135.9833,67.28,77,39,1.48
219,Saint-Joseph,RE,2022-05-08 08:41:09,-21.3667,55.6167,80.98,79,31,8.9
220,Ati,TD,2022-05-08 08:41:09,13.2154,18.3353,101.93,21,92,7.67
221,Lavrentiya,RU,2022-05-08 08:41:10,65.5833,-171.0,25.57,99,100,4.83
222,Saskylakh,RU,2022-05-08 08:41:10,71.9167,114.0833,18.19,90,88,15.55
223,Yulara,AU,2022-05-08 08:41:11,-25.2406,130.9889,69.64,18,17,10.36
224,Wadi Maliz,TN,2022-05-08 08:41:11,36.4681,8.5495,62.26,64,72,19.73
225,Murrieta,US,2022-05-08 08:41:12,33.5539,-117.2139,59.67,82,100,6.91
226,Kamaishi,JP,2022-05-08 08:41:13,39.2667,141.8833,52.41,60,96,5.01
227,West Bay,KY,2022-05-08 08:41:13,19.3667,-81.4167,81.07,84,7,3.0
228,Hofn,IS,2022-05-08 08:41:14,64.2539,-15.2082,45.25,92,100,7.81
229,Nalut,LY,2022-05-08 08:41:14,30.3333,10.85,70.45,27,0,8.99
230,Chokurdakh,RU,2022-05-08 08:41:15,70.6333,147.9167,10.71,95,17,4.34
231,Talnakh,RU,2022-05-08 08:41:15,69.4865,88.3972,18.21,87,33,10.89
232,Nouadhibou,MR,2022-05-08 08:42:16,20.931,-17.0347,62.58,94,75,14.97
233,Bulgan,MN,2022-05-08 08:42:16,48.8125,103.5347,70.29,27,70,21.99
234,Kailua,US,2022-05-08 08:38:58,21.4022,-157.7394,75.18,77,75,13.8
235,Mana,GF,2022-05-08 08:42:17,5.6592,-53.7767,76.91,87,100,8.79
236,Statesboro,US,2022-05-08 08:42:17,32.4488,-81.7832,59.49,82,0,5.75
237,Labuhan,ID,2022-05-08 08:42:18,-6.8844,112.2051,85.69,72,100,5.21
238,Sarila,IN,2022-05-08 08:42:18,25.7667,79.6833,109.17,8,0,7.43
239,Puerto Ayora,EC,2022-05-08 08:42:19,-0.7393,-90.3518,70.88,93,8,8.84
240,Katobu,ID,2022-05-08 08:42:19,-4.9408,122.5276,82.09,76,46,7.23
241,Yomou,GN,2022-05-08 08:42:20,7.5603,-9.2653,73.02,92,100,1.86
242,Tomatlan,MX,2022-05-08 08:42:20,19.9333,-105.25,66.6,92,5,2.86
243,George,ZA,2022-05-08 08:42:21,-33.963,22.4617,60.35,72,20,3.44
244,Raya,IN,2022-05-08 08:42:21,27.5667,77.7833,111.0,7,0,3.51
245,Ashqelon,IL,2022-05-08 08:42:22,31.6693,34.5715,78.78,39,33,7.72
246,Itarema,BR,2022-05-08 08:42:22,-2.9248,-39.9167,75.49,92,95,10.18
247,Flinders,AU,2022-05-08 08:41:27,-34.5833,150.8552,60.19,69,22,1.99
248,Samus,RU,2022-05-08 08:42:24,56.7475,84.6992,50.23,22,51,9.51
249,Maxixe,MZ,2022-05-08 08:42:24,-23.8597,35.3472,80.42,69,20,6.91
250,Dhidhdhoo,MV,2022-05-08 08:42:25,6.8833,73.1,84.63,80,100,16.91
251,Tura,IN,2022-05-08 08:42:25,25.5198,90.2201,89.19,46,63,3.22
252,Aranos,NA,2022-05-08 08:42:26,-24.1333,19.1167,58.77,36,0,8.39
253,Aqtobe,KZ,2022-05-08 08:42:26,50.2797,57.2072,60.89,21,0,22.37
254,Sao Jose Da Coroa Grande,BR,2022-05-08 08:42:27,-8.8978,-35.1478,75.83,85,81,6.73
255,Virginia Beach,US,2022-05-08 08:42:27,36.8529,-75.978,53.64,93,100,5.01
256,San Joaquin,US,2022-05-08 08:42:28,37.9333,-121.3011,53.85,62,0,10.36
257,Barabinsk,RU,2022-05-08 08:42:28,55.3571,78.357,49.53,57,100,14.54
258,Bagh,IN,2022-05-08 08:42:29,22.3667,74.7667,109.83,10,2,10.74
259,Atambua,ID,2022-05-08 08:42:29,-9.1061,124.8925,79.07,70,92,6.08
260,Barrow,US,2022-05-08 08:40:47,71.2906,-156.7887,19.42,93,100,9.22
261,Vila Velha,BR,2022-05-08 08:41:48,-20.3297,-40.2925,71.55,83,20,8.05
262,Vestmanna,FO,2022-05-08 08:42:30,62.1564,-7.1664,45.52,93,100,14.97
263,Ban Nahin,LA,2022-05-08 08:42:31,18.2418,104.2122,79.18,81,100,2.24
264,Mvangue,CM,2022-05-08 08:42:31,2.9667,11.5167,80.92,65,88,1.23
265,Uvira,CD,2022-05-08 08:42:32,-3.4067,29.1458,80.58,65,74,2.26
266,Pelym,RU,2022-05-08 08:42:32,61.0108,61.9978,64.38,33,74,11.65
267,Iquique,CL,2022-05-08 08:42:32,-20.2208,-70.1431,64.44,82,0,7.83
268,Canutama,BR,2022-05-08 08:42:33,-6.5339,-64.3831,72.16,100,100,1.59
269,Ribeira Grande,PT,2022-05-08 08:42:33,38.5167,-28.7,57.6,82,20,5.75
270,Christchurch,NZ,2022-05-08 08:42:19,-43.5333,172.6333,66.4,68,100,9.22
271,Mirabad,AF,2022-05-08 08:42:34,30.4362,61.8383,103.39,10,29,9.6
272,Saint-Pierre,RE,2022-05-08 08:39:41,-21.3393,55.4781,82.08,61,100,12.66
273,Cherskiy,RU,2022-05-08 08:42:35,68.75,161.3,22.55,91,100,13.31
274,Deep River,CA,2022-05-08 08:42:36,46.1001,-77.4995,30.94,83,0,1.43
275,Brae,GB,2022-05-08 08:43:36,60.3964,-1.353,48.25,69,100,15.88
276,Mount Gambier,AU,2022-05-08 08:43:37,-37.8333,140.7667,55.31,82,100,4.61
277,Tepalcatepec,MX,2022-05-08 08:43:37,19.1833,-102.85,75.67,56,18,0.74
278,Saint-Augustin,CA,2022-05-08 08:43:38,51.226,-58.6502,28.89,82,11,8.21
279,Tecoanapa,MX,2022-05-08 08:43:38,16.5167,-98.75,77.47,80,65,3.91
280,Lompoc,US,2022-05-08 08:43:38,34.6391,-120.4579,50.14,82,40,25.99
281,Fairbanks,US,2022-05-08 08:43:39,64.8378,-147.7164,42.8,86,100,4.61
282,Kahului,US,2022-05-08 08:43:40,20.8947,-156.47,75.85,72,20,17.0
283,Portoferraio,IT,2022-05-08 08:43:40,42.8115,10.3146,73.08,72,49,7.38
284,Cabo San Lucas,MX,2022-05-08 08:38:48,22.8909,-109.9124,72.61,62,6,14.99
285,Anadyr,RU,2022-05-08 08:43:41,64.75,177.4833,34.3,93,75,4.47
286,Newala,TZ,2022-05-08 08:43:41,-10.9431,39.2787,78.44,59,58,4.21
287,Jiazi,CN,2022-05-08 08:43:42,22.8779,116.067,76.5,72,100,12.35
288,Cosala,MX,2022-05-08 08:43:42,24.4125,-106.6908,70.52,53,4,2.82
289,Nipawin,CA,2022-05-08 08:43:43,53.3668,-104.0009,46.44,93,100,12.66
290,Loandjili,CG,2022-05-08 08:43:43,-4.7561,11.8578,82.51,78,40,9.22
291,Aykhal,RU,2022-05-08 08:43:44,66.0,111.5,24.22,95,100,27.49
292,Pustoshka,RU,2022-05-08 08:43:44,56.3355,29.369,49.98,64,100,10.13
293,Axim,GH,2022-05-08 08:43:45,4.8699,-2.2405,82.74,75,68,1.57
294,Geraldton,AU,2022-05-08 08:40:26,-28.7667,114.6,81.01,32,5,12.66
295,Valparaiso,CL,2022-05-08 08:39:00,-33.0393,-71.6273,55.47,86,100,2.3
296,Dalton,US,2022-05-08 08:43:45,34.7698,-84.9702,55.18,90,40,6.91
