City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
339,Moyobamba,PE,-6.05,-76.9667,66.94,99,100,0.98,overcast clouds
340,Dothan,US,31.2232,-85.3905,79.0,53,37,4.16,scattered clouds
341,Dharchula,IN,29.85,80.5333,70.14,45,6,3.8,clear sky
342,Taoudenni,ML,22.6783,-3.9836,82.85,10,56,10.8,broken clouds
343,Bristol,US,41.8334,-71.1662,47.44,50,0,6.91,clear sky
344,Marawi,PH,7.9986,124.2928,76.78,80,100,2.59,overcast clouds
345,Kathmandu,NP,27.7167,85.3167,62.82,100,75,2.3,broken clouds
346,Jaque,PA,7.5175,-78.1703,81.23,84,100,1.45,overcast clouds
347,Edd,ER,13.9297,41.6925,82.69,81,100,7.67,overcast clouds
348,Garissa,KE,-0.4536,39.6401,77.61,69,35,14.38,scattered clouds
349,Dourados,BR,-22.2211,-54.8056,60.6,76,0,6.02,clear sky
350,Arona,ES,28.0996,-16.681,61.99,77,20,13.8,few clouds
351,Jaisalmer,IN,26.9147,70.9181,81.48,42,0,18.9,clear sky
352,Saint-Paul,RE,-21.0096,55.2707,71.37,74,0,2.68,clear sky
353,Zaysan,KZ,47.4667,84.8667,50.32,29,0,3.24,clear sky
354,Mvuma,ZW,-19.2792,30.5283,58.23,66,8,3.65,clear sky
355,Abha,SA,18.2164,42.5053,66.02,68,0,0.0,clear sky
356,Pietarsaari,FI,63.65,22.6833,39.0,67,100,1.01,overcast clouds
357,Marsabit,KE,2.3284,37.9899,63.25,91,46,15.99,light rain
358,Visnes,NO,59.3556,5.2242,43.21,87,20,10.36,few clouds
359,Dingle,PH,10.9995,122.6711,85.12,64,93,12.08,overcast clouds
360,Carnarvon,AU,-24.8667,113.6333,64.47,88,36,6.91,scattered clouds
361,Bonfim,BR,3.0833,-59.95,74.3,97,100,2.39,overcast clouds
362,Nouakchott,MR,18.0858,-15.9785,67.93,77,42,16.98,scattered clouds
363,Riyadh,SA,24.6877,46.7219,73.54,25,0,5.88,clear sky
364,Narayangarh,IN,30.4833,77.1333,81.19,27,0,5.7,clear sky
365,Zhanaozen,KZ,43.3,52.8,54.84,84,100,23.22,overcast clouds
366,Hamilton,US,39.1834,-84.5333,65.88,54,0,8.05,clear sky
367,Monroe,US,43.1501,-77.6831,56.71,47,20,10.36,few clouds
368,Yei,SS,4.095,30.6779,66.34,98,100,3.83,overcast clouds
369,Paita,PE,-5.0892,-81.1144,68.5,79,98,19.66,overcast clouds
370,Khudumelapye,BW,-23.8833,24.75,49.87,32,0,8.55,clear sky
371,Biala Podlaska,PL,52.0324,23.1165,44.51,92,17,9.46,few clouds
372,Liverpool,GB,53.4106,-2.9779,57.65,82,40,4.61,scattered clouds
373,Montepuez,MZ,-13.1256,38.9997,62.31,95,86,2.86,overcast clouds
374,Undory,RU,54.6085,48.3928,38.44,60,0,4.21,clear sky
375,Richards Bay,ZA,-28.783,32.0377,63.21,85,68,9.04,broken clouds
376,Marfino,RU,55.7028,37.3822,44.87,81,0,8.95,clear sky
377,Igarka,RU,67.4667,86.5833,14.52,92,70,11.65,broken clouds
378,Channel-Port Aux Basques,CA,47.5702,-59.1367,35.65,71,1,7.27,clear sky
379,Diego De Almagro,CL,-26.3667,-70.05,53.28,69,4,0.25,clear sky
380,Husavik,IS,66.0449,-17.3389,43.93,88,100,5.35,overcast clouds
381,Villazon,BO,-22.0866,-65.5942,45.01,16,0,1.77,clear sky
382,Saint-Joseph,RE,-21.3667,55.6167,68.38,78,17,6.82,few clouds
383,Cozumel,MX,20.5083,-86.9458,82.94,89,0,4.0,clear sky
384,Inirida,CO,3.8653,-67.9239,74.1,95,17,1.28,few clouds
385,Las Palmas,ES,28.4204,-14.0131,65.19,77,26,11.5,scattered clouds
386,Bouca,CF,6.5105,18.2733,73.45,84,100,3.87,overcast clouds
387,Abu Kamal,SY,34.4506,40.9171,65.77,35,0,3.04,clear sky
388,Balkhash,KZ,46.844,74.9804,49.64,33,89,27.09,overcast clouds
389,Kabelvag,NO,68.2114,14.4817,40.53,92,100,8.88,overcast clouds
390,Binghamton,US,42.0987,-75.918,57.88,26,0,6.91,clear sky
391,French Harbor,HN,16.35,-86.4333,84.2,92,20,9.22,few clouds
392,Ilebo,CD,-4.3167,20.5833,71.76,97,100,0.87,overcast clouds
393,Buraydah,SA,26.326,43.975,70.25,20,4,7.96,clear sky
394,Touros,BR,-5.1989,-35.4608,78.08,86,100,14.34,overcast clouds
395,Vuktyl,RU,63.8567,57.3094,43.65,80,26,10.65,scattered clouds
396,Yegorlykskaya,RU,46.5656,40.6562,46.17,58,96,6.55,overcast clouds
397,Brockville,CA,44.5834,-75.6826,57.49,70,29,8.03,scattered clouds
398,Progreso,MX,21.2833,-89.6667,95.11,79,0,17.2,clear sky
399,Pavilosta,LV,56.8879,21.1859,28.31,64,47,4.29,scattered clouds
400,Burgos,ES,42.3394,-3.7079,50.41,87,0,1.14,clear sky
401,Mercedes,AR,-34.6515,-59.4307,58.03,69,91,8.03,overcast clouds
402,Mjolby,SE,58.326,15.1237,38.48,83,96,6.11,overcast clouds
403,Samsun,TR,41.25,36.3333,50.0,89,75,3.44,broken clouds
404,Mamallapuram,IN,12.6264,80.1722,86.05,73,100,2.82,overcast clouds
405,Ipixuna,BR,-1.7625,-48.8043,74.05,97,100,2.82,moderate rain
406,Omboue,GA,-1.5746,9.2618,77.36,91,20,4.52,few clouds
407,Balkanabat,TM,39.5108,54.3671,57.9,75,27,12.1,scattered clouds
408,Valdivia,CL,-39.8142,-73.2459,46.49,94,16,1.41,few clouds
409,Ormara,PK,25.2088,64.6357,80.53,81,0,6.69,clear sky
410,Viransehir,TR,37.2353,39.7631,55.98,58,32,1.95,scattered clouds
411,Kaliganj,BD,23.4095,89.1402,82.89,73,72,4.63,broken clouds
412,Moose Factory,CA,51.2585,-80.6094,69.8,24,0,9.22,clear sky
413,Camden,US,39.7835,-74.9663,55.85,55,100,1.99,overcast clouds
414,Troyes,FR,48.3333,4.0833,52.57,87,0,9.22,clear sky
415,Blacksburg,US,37.2296,-80.4139,51.1,80,0,6.91,clear sky
416,Kazerun,IR,29.6195,51.6541,64.22,23,0,3.33,clear sky
417,Hualmay,PE,-11.0964,-77.6139,65.39,89,72,7.05,broken clouds
418,Luanda,AO,-8.8368,13.2343,75.56,90,53,5.91,broken clouds
419,Pidhorodne,UA,48.5753,35.1068,50.97,58,19,6.44,few clouds
420,Mugla,TR,37.2303,28.3557,51.75,61,90,3.15,overcast clouds
421,Goryachegorsk,RU,55.4053,88.9154,37.04,36,4,5.37,clear sky
422,Parana,AR,-31.732,-60.5238,65.55,74,100,7.05,overcast clouds
423,Koulikoro,ML,14.0,-7.75,91.17,30,100,4.27,overcast clouds
424,Port-Gentil,GA,-0.7193,8.7815,80.28,86,100,9.69,light rain
425,Amapa,BR,1.0,-52.0,71.82,99,100,2.37,overcast clouds
426,Berlevag,NO,70.8578,29.0864,31.95,80,100,19.57,overcast clouds
427,Cataguases,BR,-21.3892,-42.6967,69.66,91,7,2.46,clear sky
428,Massaguet,TD,12.4755,15.4365,91.04,32,96,5.28,overcast clouds
429,Beyneu,KZ,45.3167,55.2,61.84,77,100,7.25,light rain
430,Miguelopolis,BR,-20.1794,-48.0319,76.82,72,100,3.6,overcast clouds
431,Maracas,BR,-13.4411,-40.4308,61.43,96,100,4.63,overcast clouds
432,Pervomayskoye,RU,43.919,46.7102,49.71,88,100,17.36,light rain
433,Shache,CN,38.4167,77.2406,70.68,26,0,7.67,clear sky
434,Zverinogolovskoye,RU,54.4586,64.8542,48.81,38,70,5.82,broken clouds
435,Nokaneng,BW,-19.6667,22.2667,58.78,39,0,6.85,clear sky
436,Awjilah,LY,29.1081,21.2869,68.05,34,0,10.33,clear sky
437,Lusaka,ZM,-15.4067,28.2871,62.29,72,5,4.81,clear sky
438,Tres Arroyos,AR,-38.3739,-60.2798,59.43,74,100,10.67,overcast clouds
439,Takoradi,GH,4.8845,-1.7554,78.96,88,100,7.0,light rain
440,Porto Murtinho,BR,-21.6989,-57.8825,70.29,55,0,4.81,clear sky
441,Estrela,BR,-28.0611,-50.9383,46.83,96,0,4.07,clear sky
442,Clyde River,CA,70.4692,-68.5914,28.63,80,100,5.75,overcast clouds
443,Wattegama,LK,6.7989,81.4808,77.7,81,99,4.25,overcast clouds
444,Sur,OM,22.5667,59.5289,87.08,39,0,8.41,clear sky
445,Chukhloma,RU,58.7525,42.6825,42.57,95,100,5.97,moderate rain
446,Sinjar,IQ,36.3209,41.8754,60.66,49,37,1.52,scattered clouds
447,Oussouye,SN,12.485,-16.5469,74.17,72,70,7.7,broken clouds
448,Jorpeland,NO,59.0225,6.0408,43.14,93,99,2.71,overcast clouds
449,Merrill,US,45.1805,-89.6835,58.95,41,100,8.05,overcast clouds
450,Turbat,PK,26.0023,63.044,82.56,39,0,2.51,clear sky
451,Worthing,GB,50.8145,-0.3713,48.7,76,0,3.0,clear sky
452,Berbera,SO,10.4396,45.0143,83.97,75,7,1.88,clear sky
453,Bom Jesus Da Lapa,BR,-13.255,-43.4181,71.78,64,59,8.72,broken clouds
454,Adre,TD,13.4667,22.2,77.61,8,9,5.86,clear sky
455,Kotri,PK,25.366,68.3122,79.32,81,0,18.23,clear sky
456,Kaoma,ZM,-14.7833,24.8,61.14,52,0,4.99,clear sky
457,Arica,CL,-18.475,-70.3042,64.63,68,0,2.3,clear sky
458,Malartic,CA,48.1335,-78.1328,60.91,39,6,4.85,clear sky
459,Gamboula,CF,4.1178,15.1393,69.03,97,100,2.21,light rain
460,Bull Savanna,JM,17.8868,-77.5902,75.74,81,2,8.99,clear sky
461,Kruisfontein,ZA,-34.0033,24.7314,51.89,70,14,5.23,few clouds
462,Lyngseidet,NO,69.5763,20.2189,33.8,95,99,3.24,light snow
463,Jacqueville,CI,5.2052,-4.4146,80.82,81,100,10.13,light rain
464,San Pedro,PH,14.35,121.0167,88.83,65,20,8.05,few clouds
465,Kassala,SD,15.451,36.4,82.38,28,2,8.97,clear sky
466,Mehrabpur,PK,28.1085,68.0254,89.64,38,0,9.22,clear sky
467,Nizwa,OM,22.9333,57.5333,80.73,26,0,1.12,clear sky
468,Paveh,IR,35.0434,46.3565,43.68,69,2,1.39,clear sky
469,Cap Malheureux,MU,-19.9842,57.6142,72.46,80,0,1.99,clear sky
470,Zvishavane,ZW,-20.3267,30.0665,61.93,64,6,3.47,clear sky
471,Gayeri,BF,12.6497,0.4931,91.26,35,29,10.74,scattered clouds
472,Barmer,IN,25.75,71.3833,80.02,50,0,11.52,clear sky
473,Bodden Town,KY,19.2833,-81.25,84.0,76,20,5.99,few clouds
474,Kavaratti,IN,10.5669,72.642,85.6,67,100,15.73,overcast clouds
475,Noicattaro,IT,41.0338,16.9896,56.46,92,99,1.7,overcast clouds
476,Kulhudhuffushi,MV,6.6221,73.07,85.06,70,100,17.38,overcast clouds
477,Puri,IN,19.8,85.85,81.81,83,87,7.61,overcast clouds
478,Raga,SS,8.4596,25.678,75.81,75,100,5.48,overcast clouds
479,Kamyshlov,RU,56.8428,62.7111,47.17,54,82,6.42,broken clouds
480,Loiza,PR,18.4313,-65.8802,81.07,89,8,9.24,clear sky
481,Svetlogorsk,BY,52.6333,29.7333,45.68,93,85,7.05,overcast clouds
482,West Bay,KY,19.3667,-81.4167,84.07,81,20,5.75,few clouds
483,Bojnurd,IR,37.4747,57.329,53.55,82,75,13.8,broken clouds
484,George Town,MY,5.4112,100.3354,82.33,92,20,2.3,light rain
485,Coihaique,CL,-45.5752,-72.0662,45.21,70,75,3.44,broken clouds
486,Wilmington,US,34.2257,-77.9447,53.51,82,100,17.27,overcast clouds
487,Turtas,RU,58.9417,69.1325,47.79,69,90,4.12,overcast clouds
488,Neuquen,AR,-38.9516,-68.0591,58.89,55,0,0.0,clear sky
489,Mahenge,TZ,-8.6833,36.7167,63.5,77,99,1.92,overcast clouds
490,Rio Gallegos,AR,-51.6226,-69.2181,46.45,57,0,18.41,clear sky
491,Wajir,KE,1.7471,40.0573,76.24,81,24,12.73,few clouds
492,Viedma,AR,-40.8135,-62.9967,58.44,49,100,9.4,overcast clouds
493,Bushehr,IR,28.9684,50.8385,78.89,41,0,19.57,clear sky
494,Bonavista,CA,48.6499,-53.1147,32.14,74,5,4.56,clear sky
495,Gacko,BA,43.1672,18.5353,45.57,92,74,4.54,broken clouds
496,Tall Kayf,TR,37.0833,41.0667,57.25,61,18,2.08,few clouds
497,Arlit,NE,18.7369,7.3853,86.59,15,39,1.57,scattered clouds
498,Rawson,AR,-43.3002,-65.1023,57.42,42,0,7.2,clear sky
499,Jalingo,NG,8.8833,11.3667,80.67,69,12,3.89,few clouds
500,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.33,84,26,7.81,scattered clouds
501,Dudinka,RU,69.4058,86.1778,18.63,93,100,18.59,light snow
502,Road Town,VG,18.4167,-64.6167,80.69,82,5,13.98,clear sky
503,Sorland,NO,67.667,12.6934,40.86,78,100,13.13,overcast clouds
504,Sistranda,NO,63.7256,8.834,42.76,75,100,12.33,light rain
505,Ilhabela,BR,-23.7781,-45.3581,69.06,87,37,5.12,scattered clouds
506,Johi,PK,26.6921,67.6133,88.92,39,0,7.11,clear sky
507,Port-Cartier,CA,50.0334,-66.8654,43.02,90,15,4.03,few clouds
508,Mehamn,NO,71.0357,27.8492,31.91,88,100,14.92,light snow
509,Careiro Da Varzea,BR,-3.2003,-59.8119,77.61,93,100,3.2,overcast clouds
510,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,61.84,76,0,6.69,clear sky
511,Tucuma,BR,-0.1833,-50.05,74.97,96,100,6.6,overcast clouds
512,Alta Floresta,BR,-9.8756,-56.0861,75.31,82,55,2.84,broken clouds
513,Emba,KZ,48.8264,58.1442,52.61,38,99,16.82,overcast clouds
514,Havelock,US,34.8791,-76.9013,53.96,92,100,5.99,overcast clouds
515,Rosa Zarate,EC,0.3333,-79.4667,75.7,94,99,3.8,overcast clouds
516,Opuwo,NA,-18.0607,13.84,62.19,44,0,3.53,clear sky
517,Barabinsk,RU,55.3571,78.357,45.84,64,100,4.12,overcast clouds
518,Iquitos,PE,-3.7481,-73.2472,75.24,100,75,0.0,broken clouds
519,Qurayyat,SA,31.3318,37.3428,59.18,41,0,4.61,clear sky
520,Fabriano,IT,43.3406,12.9073,55.22,87,0,2.84,clear sky
521,Bilma,NE,18.6853,12.9164,91.15,13,97,5.91,overcast clouds
522,Bethalto,US,38.9092,-90.0407,73.44,58,0,18.41,clear sky
523,Aripuana,BR,-9.1667,-60.6333,74.37,96,91,1.54,overcast clouds
524,Kalmar,SE,56.6616,16.3616,36.97,93,10,2.3,clear sky
525,San Nicolas,PH,18.1725,120.5953,87.71,74,75,3.44,broken clouds
526,Ciudad Bolivar,VE,8.1222,-63.5497,81.25,73,78,11.18,broken clouds
527,Koster,ZA,-25.863,26.8976,46.13,83,0,3.33,clear sky
528,Xuddur,SO,4.1213,43.8894,74.68,82,64,15.61,broken clouds
529,Lakki Marwat,PK,32.6079,70.9114,88.88,17,0,2.08,clear sky
530,Sumbawanga,TZ,-7.9667,31.6167,54.57,84,100,3.91,overcast clouds
531,Dombarovskiy,RU,50.7587,59.5386,46.74,43,100,16.44,overcast clouds
532,Stornoway,GB,58.2093,-6.3865,53.92,79,40,13.8,scattered clouds
533,Bad Goisern,AT,47.6425,13.6161,51.37,100,33,3.47,scattered clouds
534,Rockingham,US,42.9668,-71.0995,48.38,61,17,4.27,few clouds
535,Gao,ML,16.6362,1.637,85.06,6,0,11.03,clear sky
536,San Matias,BO,-16.3667,-58.4,72.39,54,4,3.47,clear sky
537,Villa Rica,US,33.7321,-84.9191,67.71,86,43,4.36,scattered clouds
538,Novocheremshansk,RU,54.3571,50.1666,45.34,58,6,3.4,clear sky
539,Bonthe,SL,7.5264,-12.505,77.65,85,77,3.09,broken clouds
540,Novoselytsya,UA,48.2193,26.2653,57.18,88,98,5.03,overcast clouds
541,Santa Lucia,ES,27.9117,-15.5407,61.77,77,20,18.41,few clouds
542,Doha,QA,25.2867,51.5333,84.18,27,0,21.85,clear sky
543,Galbshtadt,RU,53.2264,78.9845,48.4,55,100,4.36,overcast clouds
544,Odoyev,RU,53.9393,36.6864,45.0,95,100,10.42,overcast clouds
545,Oranjemund,NA,-28.55,16.4333,55.74,71,90,6.78,overcast clouds
546,Ourossogui,SN,15.6064,-13.3211,93.43,20,87,17.0,overcast clouds
547,Rio Tinto,PT,41.1826,-8.5581,65.35,80,16,2.3,few clouds
548,Pozo Colorado,PY,-23.4923,-58.7972,68.09,58,2,6.13,clear sky
549,Imbituba,BR,-28.24,-48.6703,61.77,82,2,7.49,clear sky
550,Ureki,GE,41.9956,41.7786,51.76,87,100,5.32,overcast clouds
551,Santa Fe,AR,-31.6333,-60.7,66.0,75,100,6.31,light rain
552,Plouzane,FR,48.3833,-4.6167,55.45,91,0,8.05,clear sky
553,Kozhevnikovo,RU,56.2589,83.9714,40.57,63,5,4.32,clear sky
554,Borgarnes,IS,64.5383,-21.9206,48.25,86,100,6.38,overcast clouds
555,Felipe Carrillo Puerto,MX,19.5833,-88.05,80.65,80,5,6.58,clear sky
556,Brigantine,US,39.4101,-74.3646,50.2,65,100,18.41,overcast clouds
557,Bouna,CI,9.2667,-3.0,74.68,87,100,6.55,overcast clouds
558,Palencia,ES,42.4167,-4.5,50.92,79,4,6.33,clear sky
559,Vary,UA,48.1221,22.7128,50.09,85,28,3.83,scattered clouds
560,Sambava,MG,-14.2667,50.1667,73.69,89,5,7.9,clear sky
561,Douglas,US,41.3,-96.167,67.86,83,100,8.05,overcast clouds
562,Dolores,AR,-36.3132,-57.6792,58.75,82,89,7.63,overcast clouds
563,Uusikaupunki,FI,60.8004,21.4084,38.88,69,60,10.13,broken clouds
564,Borba,BR,-4.3878,-59.5939,74.23,99,100,2.75,overcast clouds
565,Quchan,IR,37.106,58.5095,52.56,93,93,12.26,light rain
566,Purranque,CL,-40.9167,-73.1667,47.53,95,40,2.46,scattered clouds
567,Sao Raimundo Nonato,BR,-9.0153,-42.6994,76.71,51,66,3.67,broken clouds
568,Bhuban,IN,20.8833,85.8333,82.11,76,99,4.63,overcast clouds
569,Areosa,PT,41.7178,-8.8571,59.59,72,15,2.64,few clouds
570,Hambantota,LK,6.1241,81.1185,82.74,94,75,11.5,moderate rain
571,Bougouni,ML,11.417,-7.479,82.74,56,99,6.58,overcast clouds
572,Chimbote,PE,-9.0853,-78.5783,64.36,89,100,8.43,overcast clouds
573,Bayburt,TR,40.2589,40.2278,38.19,81,98,0.18,overcast clouds
574,Banyo,CM,6.75,11.8167,68.83,76,47,0.83,scattered clouds
575,Derzhavinsk,KZ,51.1,66.3167,47.43,40,100,18.12,overcast clouds
576,Dabeiba,CO,7.0017,-76.2672,76.32,98,97,0.94,overcast clouds
577,Cochrane,CA,51.1834,-114.4687,50.4,56,100,12.66,thunderstorm
578,Tshikapa,CD,-6.4167,20.8,71.35,87,36,1.79,scattered clouds
579,Sarh,TD,9.1429,18.3923,84.11,70,0,0.0,clear sky
580,Bakel,SN,14.905,-12.4568,93.33,31,95,13.65,overcast clouds
581,Jabinyanah,TN,35.035,10.9081,62.4,68,11,8.72,few clouds
582,Nioro,GM,13.35,-15.75,78.84,52,55,8.37,broken clouds
583,Kharp,RU,66.8014,65.8081,34.5,100,100,1.57,overcast clouds
584,Campo Formoso,BR,-10.5075,-40.3214,65.41,95,99,5.46,overcast clouds
585,Baneh,IR,35.9975,45.8853,40.1,81,0,3.09,clear sky
586,Turinskaya Sloboda,RU,57.6232,64.3858,47.77,58,18,4.79,few clouds
587,Graaff-Reinet,ZA,-32.2522,24.5308,50.63,77,7,4.03,clear sky
588,Conakry,GN,9.538,-13.6773,82.47,78,75,6.91,broken clouds
589,Gravdal,NO,68.1214,13.5031,38.68,82,100,12.64,overcast clouds
590,Plettenberg Bay,ZA,-34.0527,23.3716,56.91,62,100,4.81,overcast clouds
591,Lamu,KE,-2.2717,40.902,79.56,84,30,16.13,light rain
592,Zharkent,KZ,44.1628,80.0,72.39,36,0,3.6,clear sky
593,Cascais,PT,38.6979,-9.4215,67.05,48,2,11.99,clear sky
594,Jenbach,AT,47.4013,11.7406,46.76,77,53,1.45,broken clouds
595,Oranjestad,AW,12.524,-70.027,82.35,78,20,19.57,few clouds
596,Hurghada,EG,27.2574,33.8129,73.44,15,0,0.0,clear sky
597,Lerwick,GB,60.1545,-1.1494,48.2,90,100,23.67,overcast clouds
598,Bana,CM,5.1481,10.2762,62.08,98,35,0.96,scattered clouds
599,Wadi Maliz,TN,36.4681,8.5495,56.86,87,1,6.91,clear sky
600,Kargasok,RU,59.0556,80.8572,39.11,51,26,4.09,scattered clouds
601,Mapiripan,CO,2.8892,-72.1256,74.26,90,98,2.71,overcast clouds
602,Bani,DO,18.2833,-70.3333,79.86,81,0,4.0,clear sky
603,Hjelset,NO,62.7833,7.4833,42.58,75,75,6.91,broken clouds
604,Macapa,BR,0.0389,-51.0664,80.58,89,75,4.61,broken clouds
605,Loandjili,CG,-4.7561,11.8578,77.11,100,20,2.3,mist
606,Upata,VE,8.0086,-62.3989,71.19,93,100,4.61,overcast clouds
607,Vestmanna,FO,62.1564,-7.1664,45.52,100,100,14.97,light rain
608,Canandaigua,US,42.8742,-77.288,60.57,76,0,3.42,clear sky
609,Bindura,ZW,-17.3019,31.3306,59.14,75,4,1.03,clear sky
610,Gerash,IR,27.6652,54.1371,71.74,20,0,7.16,clear sky
611,The Valley,AI,18.217,-63.0578,80.46,81,11,18.25,few clouds
612,Sakaraha,MG,-22.9,44.5333,63.25,95,1,0.92,clear sky
613,Baherden,TM,38.4362,57.4316,65.84,68,64,10.16,broken clouds
614,Winthrop,US,42.3751,-70.9828,48.42,50,75,13.8,broken clouds
615,Grand-Lahou,CI,5.1367,-5.0242,79.14,85,23,6.71,few clouds
616,Komsomolets,KZ,53.7453,62.0708,47.61,34,78,6.89,broken clouds
617,Tsumeb,NA,-19.2333,17.7167,60.69,38,0,6.08,clear sky
618,Itaituba,BR,-4.2761,-55.9836,74.82,98,90,1.66,overcast clouds
619,Pimentel,PE,-6.8367,-79.9342,64.99,88,80,17.87,broken clouds
620,Kibaya,TZ,-5.3,36.5667,55.27,98,99,2.95,overcast clouds
621,Vilhena,BR,-12.7406,-60.1458,71.13,69,42,0.69,scattered clouds
622,Ritchie,ZA,-29.038,24.6028,40.21,73,0,8.1,clear sky
623,Aquidaba,BR,-10.2814,-37.0186,67.86,91,6,4.36,clear sky
624,Mahajanga,MG,-15.7167,46.3167,75.22,94,20,3.44,few clouds
625,Banamba,ML,13.55,-7.45,90.01,30,47,7.87,scattered clouds
626,Pauini,BR,-7.7136,-66.9764,72.99,97,52,2.39,broken clouds
627,Yangambi,CD,0.8102,24.4336,69.26,99,58,0.81,broken clouds
628,Luena,AO,-11.7833,19.9167,62.91,70,39,3.74,scattered clouds
629,Kharitonovo,RU,61.4009,47.4978,49.41,88,100,8.68,overcast clouds
630,Ust-Tsilma,RU,65.441,52.1498,33.51,97,100,8.14,light snow
631,Tacoronte,ES,28.4769,-16.4102,66.52,40,0,5.75,clear sky
632,Beloha,MG,-25.1667,45.05,69.96,84,47,2.3,scattered clouds
633,Farafangana,MG,-22.8167,47.8333,72.91,92,30,7.45,light rain
634,Trincomalee,LK,8.5711,81.2335,83.59,78,100,23.29,moderate rain
635,Nainpur,IN,22.4333,80.1167,83.05,23,10,4.7,clear sky
636,Kargil,IN,34.5667,76.1,45.07,44,1,3.53,clear sky
637,Mazamari,PE,-11.3258,-74.5308,69.26,98,57,1.83,broken clouds
638,High Rock,BS,26.6208,-78.2833,78.82,69,0,5.03,clear sky
639,Kuito,AO,-12.3833,16.9333,57.0,80,2,1.88,clear sky
640,Orichi,RU,58.4036,49.0572,48.27,64,95,11.03,overcast clouds
641,Bandundu,CD,-3.3167,17.3667,73.44,92,100,1.83,overcast clouds
642,Faya,SA,18.3851,42.4509,66.31,59,0,1.14,clear sky
643,Sabzevar,IR,36.2126,57.6819,61.88,67,20,6.91,few clouds
644,Lucknow,IN,26.85,80.9167,80.58,83,0,2.3,haze
645,Prieska,ZA,-29.6641,22.7474,54.05,63,58,5.32,broken clouds
646,Tamandare,BR,-8.7597,-35.1047,76.28,84,17,7.72,few clouds
647,Marsh Harbour,BS,26.5412,-77.0636,76.95,72,0,4.83,clear sky
648,Maamba,ZM,-17.3667,27.15,66.25,69,9,2.75,clear sky
649,Suleja,NG,9.1758,7.1808,77.94,75,8,4.83,clear sky
650,Lodja,CD,-3.4833,23.4333,70.2,96,100,0.18,overcast clouds
651,Divnoye,RU,45.9089,43.3547,45.75,75,100,7.72,overcast clouds
652,Santa Cruz,BO,-17.8,-63.1667,72.86,78,4,8.05,clear sky
653,Nadym,RU,65.5333,72.5167,35.24,100,100,9.46,overcast clouds
654,Dalsingh Sarai,IN,25.6667,85.8333,84.83,55,7,14.14,clear sky
655,Tarnogskiy Gorodok,RU,60.4997,43.5761,38.66,97,100,8.03,overcast clouds
656,Osorno,CL,-40.5667,-73.15,48.51,100,75,3.44,broken clouds
657,Olean,US,42.0776,-78.4297,63.28,37,0,6.91,clear sky
658,Lerik,AZ,38.7726,48.4128,45.32,99,100,3.06,overcast clouds
659,Rundu,NA,-17.9333,19.7667,58.39,34,0,5.77,clear sky
660,Imeni Tsyurupy,RU,55.4957,38.6506,44.98,92,100,7.67,overcast clouds
661,Tyup,KG,42.7276,78.3648,58.1,49,0,2.19,clear sky
662,Kosonsoy,UZ,41.2561,71.5508,64.96,41,0,6.76,clear sky
663,Kjollefjord,NO,70.9457,27.3465,33.85,87,98,14.83,light snow
664,Damietta,EG,31.4165,31.8133,67.89,71,100,17.63,overcast clouds
665,Indapur,IN,18.3,73.25,80.04,86,100,1.83,overcast clouds
666,Ostend,BE,51.2234,2.9119,49.91,84,0,4.61,clear sky
667,Thiruvananthapuram,IN,8.4833,76.9167,82.38,89,75,6.91,broken clouds
668,Nioki,CD,-2.7167,17.6833,72.88,94,100,1.39,overcast clouds
669,Atasu,KZ,48.6814,71.6433,43.63,37,44,15.7,scattered clouds
670,Kangaatsiaq,GL,68.3065,-53.4641,20.03,92,7,2.84,clear sky
671,Kez,RU,57.8979,53.7152,41.79,76,54,4.83,broken clouds
672,Lasa,IT,46.6166,10.7002,50.88,98,100,1.36,overcast clouds
673,Canto Do Buriti,BR,-8.11,-42.9444,79.66,46,100,3.15,overcast clouds
674,Peebles,GB,55.6519,-3.1888,52.99,85,100,1.99,overcast clouds
675,Matay,EG,28.419,30.7792,78.82,18,10,7.49,clear sky
676,Cerrito,CO,6.8432,-72.694,55.65,96,96,0.98,overcast clouds
677,Jagatsinghapur,IN,20.2667,86.1667,82.4,77,96,5.21,overcast clouds
678,Lodeynoye Pole,RU,60.726,33.5531,33.19,92,77,4.76,broken clouds
679,Matadi,CD,-5.8167,13.45,75.7,98,93,2.42,overcast clouds
680,Chicama,PE,-7.8447,-79.1469,59.54,86,37,8.41,scattered clouds
681,Fuerte Olimpo,PY,-21.0415,-57.8738,71.58,52,0,4.36,clear sky
682,Mandi,IN,31.7167,76.9167,70.25,34,2,5.61,clear sky
683,Minab,IR,27.1467,57.0801,82.8,45,0,6.71,clear sky
684,Qandala,SO,11.472,49.8728,84.13,62,53,3.49,broken clouds
685,Buguruslan,RU,53.6554,52.442,47.03,53,100,3.4,overcast clouds
686,Aksay,RU,47.26,39.87,52.25,43,69,5.01,broken clouds
687,Puerto Baquerizo Moreno,EC,-0.9,-89.6,71.82,88,69,9.51,broken clouds
688,Sioux Lookout,CA,50.1001,-91.917,44.67,93,100,6.91,overcast clouds
689,Nadvoitsy,RU,63.8667,34.3167,30.92,84,14,4.47,few clouds
